severe,hour,is_night,rural,day_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_area,police_force,longitude,latitude,first_road_class,hour_factor,speed_limit_factor,rural_factor
0,11,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.17114,53.47355,Unclassified,11,20,Urban
1,14,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.26724,53.43679,Unclassified,14,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23991,53.47323,A,10,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20342,53.4982,Unclassified,8,30,Urban
0,17,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21292,53.46147,A,17,30,Urban
1,20,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.19311,53.50148,A,20,30,Urban
0,9,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25746,53.45296,Unclassified,9,30,Urban
1,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23207,53.52419,Unclassified,15,30,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,One way street,Urban,Greater Manchester,-2.24772,53.4814,Unclassified,16,30,Urban
1,4,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.20496,53.43968,A,4,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Slip road,Urban,Greater Manchester,-2.24525,53.46812,A,14,30,Urban
0,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24146,53.48253,Unclassified,20,30,Urban
1,8,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.24273,53.46739,Unclassified,8,20,Urban
0,15,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.17278,53.46656,Unclassified,15,20,Urban
0,17,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.25311,53.45323,Unclassified,17,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.30464,53.39985,Unclassified,10,30,Urban
0,10,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.21933,53.41088,A,10,40,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19856,53.46331,Unclassified,10,30,Urban
0,13,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25603,53.38326,Unclassified,13,30,Urban
1,7,0,0,Weekday,30,Daylight,Fine + high winds,Dry,Single carriageway,Urban,Merseyside,-2.98752,53.43997,A,7,30,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9605,53.46243,A,11,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.95237,53.4627,B,8,30,Urban
0,0,1,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,One way street,Urban,Merseyside,-2.98954,53.40762,A,0,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96301,53.46248,Unclassified,12,30,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96231,53.38349,A,16,30,Urban
0,17,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.86888,53.39738,B,17,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.86564,53.37405,Unclassified,13,30,Urban
0,22,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.96868,53.39829,Unclassified,22,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96149,53.40626,A,10,30,Urban
0,13,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,One way street,Urban,Merseyside,-2.97909,53.403,Unclassified,13,20,Urban
1,22,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9575,53.46516,A,22,30,Urban
1,10,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.962,53.40309,A,10,30,Urban
1,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96169,53.45516,A,19,30,Urban
0,11,0,1,Weekend,40,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Merseyside,-2.87489,53.34932,A,11,40,Rural
0,17,0,0,Weekday,20,Daylight,Fine no high winds,Dry,One way street,Urban,Merseyside,-2.98567,53.40731,Unclassified,17,20,Urban
1,16,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.92846,53.36316,Unclassified,16,20,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.90856,53.38279,Unclassified,8,30,Urban
0,13,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.93913,53.38776,Unclassified,13,20,Urban
0,10,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.98025,53.42497,Unclassified,10,20,Urban
0,20,0,0,Weekday,40,Darkness - lights lit,Raining no high winds,Flood over 3cm. deep,Dual carriageway,Urban,Merseyside,-2.90659,53.41656,A,20,40,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.932,53.44205,Unclassified,16,30,Urban
0,16,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.88111,53.4197,A,16,40,Urban
0,16,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.92856,53.4642,Unclassified,16,20,Urban
0,12,0,0,Weekend,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.90615,53.3703,Unclassified,12,20,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96184,53.42196,A,16,30,Urban
0,10,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Merseyside,-2.89867,53.44547,Unclassified,10,30,Rural
1,18,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.9229,53.41015,A,18,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9295,53.39284,Unclassified,15,20,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.95672,53.44399,A,9,30,Urban
0,13,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.91553,53.42421,A,13,40,Urban
0,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97914,53.39936,Unclassified,15,30,Urban
0,21,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.98287,53.40389,B,21,20,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.90976,53.41408,A,16,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.95651,53.3977,A,12,30,Urban
0,21,0,0,Weekday,40,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.8658,53.349850000000004,A,21,40,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.91424,53.40939,A,16,30,Urban
0,16,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.89209,53.40584,A,16,30,Urban
0,4,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.97599,53.4108,B,4,30,Urban
0,10,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9679,53.43298,Unclassified,10,20,Urban
1,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9131,53.41347,A,11,30,Urban
0,17,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.86719,53.38274,Unclassified,17,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.95704,53.46637,A,15,30,Urban
0,0,1,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.97942,53.40774,A,0,20,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.93675,53.45103,B,7,30,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.98702,53.3987,A,19,30,Urban
0,17,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.85187,53.33997,Unclassified,17,20,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.95893,53.44326,A,13,30,Urban
1,8,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.9813,53.39795,A,8,30,Urban
0,17,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.95779,53.46423,Unclassified,17,20,Urban
1,14,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.96253,53.45787,A,14,30,Urban
0,11,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.98069,53.40145,Unclassified,11,20,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.90979,53.36916,Unclassified,13,30,Urban
0,17,0,0,Weekday,30,Darkness - lights lit,Raining + high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.93762,53.40582,Unclassified,17,30,Urban
0,10,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.91434,53.42031,Unclassified,10,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Merseyside,-2.92102,53.40614,Unclassified,12,30,Urban
1,21,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9639,53.43036,Unclassified,21,30,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.958,53.46482,Unclassified,17,30,Urban
0,6,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.85658,53.36127,Unclassified,6,30,Urban
0,15,0,0,Weekend,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.89558,53.38435,Unclassified,15,20,Urban
0,13,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.86586,53.34978,A,13,40,Urban
0,20,0,0,Weekday,40,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.9058,53.41553,A,20,40,Urban
0,18,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,One way street,Urban,Merseyside,-2.97887,53.40613,A,18,20,Urban
0,18,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.89885,53.37265,B,18,40,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.95142,53.4616,B,15,30,Urban
0,2,1,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9596,53.39193,B,2,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.94725,53.37734,Unclassified,15,20,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.88741,53.39894,B,15,30,Urban
0,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.92972,53.42515,A,22,30,Urban
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.98372,53.43052,A,16,30,Urban
0,11,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,One way street,Urban,Merseyside,-2.976,53.40162,Unclassified,11,20,Urban
0,18,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.98193,53.40435,B,18,30,Urban
1,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97948,53.40509,A,22,30,Urban
0,17,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.96002,53.44553,Unclassified,17,20,Urban
1,17,0,0,Weekday,40,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.90957,53.45873,Unclassified,17,40,Urban
1,8,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.94526,53.46939,Unclassified,8,30,Urban
1,17,0,0,Weekday,30,Darkness - no lighting,Fine no high winds,Frost or ice,Dual carriageway,Urban,Merseyside,-2.96062,53.41459,A,17,30,Urban
0,17,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.89296,53.38381,A,17,40,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Merseyside,-2.90966,53.38824,A,11,30,Urban
1,7,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.98198,53.42476,A,7,30,Urban
0,23,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.9793,53.40526,A,23,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9446,53.38904,B,13,30,Urban
0,16,0,0,Weekday,30,Darkness - lights lit,Raining + high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.96016,53.42945,A,16,30,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.9266200000000002,53.46941,A,18,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.88014,53.43044,Unclassified,10,30,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.94906,53.40094,B,11,30,Urban
1,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.87254,53.42854,Unclassified,19,30,Urban
0,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.95673,53.40358,Unclassified,22,30,Urban
0,20,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.97331,53.43079,A,20,30,Urban
1,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96451,53.38456,A,15,20,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.87713,53.41954,Unclassified,11,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.93842,53.4232,A,7,30,Urban
1,18,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Merseyside,-2.89555,53.44126,Unclassified,18,30,Rural
0,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9618,53.41091,A,20,30,Urban
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.91002,53.44692,Unclassified,16,30,Urban
0,14,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97043,53.40153,A,14,30,Urban
0,20,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.92322,53.45517,Unclassified,20,20,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.96756,53.43713,A,8,30,Urban
0,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97993,53.40625,A,19,30,Urban
0,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.92183,53.4497,Unclassified,11,20,Urban
0,19,0,0,Weekday,40,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.89738,53.39662,A,19,40,Urban
0,12,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.88612,53.35251,Unclassified,12,20,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97211,53.421,Unclassified,11,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96767,53.44657,A,12,30,Urban
0,12,0,0,Weekend,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.89372,53.38922,Unclassified,12,20,Urban
0,18,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.96159,53.41085,A,18,30,Urban
0,18,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97807,53.39859,Unclassified,18,20,Urban
0,9,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.91089,53.38482,Unclassified,9,20,Urban
1,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.95297,53.46381,B,22,30,Urban
1,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.99973,53.43972,Unclassified,14,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.92075,53.37674,Unclassified,15,20,Urban
0,11,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.8871000000000002,53.43569,Unclassified,11,30,Urban
1,15,0,0,Weekday,30,Daylight,Fine no high winds,Frost or ice,Single carriageway,Urban,Merseyside,-2.9199,53.41615,B,15,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96709,53.40336,Unclassified,10,30,Urban
0,12,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.87305,53.42027,A,12,40,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.92563,53.421,B,19,30,Urban
0,1,1,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.98344,53.40441,Unclassified,1,20,Urban
1,20,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.89675,53.39529,Unclassified,20,20,Urban
0,17,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.87089,53.42787,Unclassified,17,30,Urban
0,16,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.90596,53.4427,Unclassified,16,30,Urban
0,16,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.99048,53.40577,Unclassified,16,20,Urban
0,13,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.94823,53.40897,B,13,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97055,53.42499,A,9,30,Urban
0,11,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.93748,53.37545,Unclassified,11,20,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96164,53.40624,A,9,30,Urban
1,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.96037,53.42228,A,22,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97596,53.4016,A,12,30,Urban
0,14,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.90839,53.44755,Unclassified,14,20,Urban
0,21,0,0,Weekday,40,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.87678,53.42011,A,21,40,Urban
0,23,0,0,Weekday,20,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Merseyside,-2.95753,53.43045,Unclassified,23,20,Urban
1,21,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.9819,53.40751,Unclassified,21,20,Urban
0,16,0,0,Weekend,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Merseyside,-2.95037,53.44592,A,16,40,Urban
