severe,hour,is_night,rural,day_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_area,police_force,longitude,latitude,first_road_class,hour_factor,speed_limit_factor,rural_factor
0,8,0,0,Weekday,20,Daylight,Raining + high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.21502,53.47201,Unclassified,8,20,Urban
1,15,0,0,Weekday,30,Daylight,Snowing no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.23444,53.48547,A,15,30,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23674,53.46974,B,17,30,Urban
0,20,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.20307,53.4591,A,20,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.29083,53.396,Unclassified,15,30,Urban
1,14,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25107,53.47571,A,14,30,Urban
1,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Greater Manchester,-2.22298,53.47022,A,9,30,Urban
0,21,0,0,Weekday,30,Darkness - no lighting,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.22039,53.4746,A,21,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.197,53.47954,Unclassified,14,30,Urban
1,12,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24262,53.4806,Unclassified,12,30,Urban
1,19,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.2599,53.42031,A,19,30,Urban
0,10,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Slip road,Urban,Greater Manchester,-2.22672,53.4576,B,10,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Greater Manchester,-2.19983,53.5028,Unclassified,7,30,Urban
1,22,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23638,53.47784,Unclassified,22,30,Urban
1,17,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24521,53.41782,B,17,30,Urban
0,17,0,0,Weekend,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.21201,53.46513,Unclassified,17,20,Urban
0,18,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.28166,53.44822,Unclassified,18,20,Urban
1,23,0,0,Weekday,20,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.24639,53.46794,A,23,20,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23084,53.47588,A,7,30,Urban
0,5,0,0,Weekend,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.28847,53.36214,Unclassified,5,20,Urban
0,19,0,0,Weekday,20,Darkness - no lighting,Other,Dry,Single carriageway,Urban,Greater Manchester,-2.22753,53.43419,Unclassified,19,20,Urban
0,21,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24279,53.47144,Unclassified,21,30,Urban
1,14,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.1703,53.48219,Unclassified,14,20,Urban
0,7,0,0,Weekday,30,Darkness - lighting unknown,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.23249,53.48447,A,7,30,Urban
0,23,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21782,53.47195,Unclassified,23,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.28527,53.3923,Unclassified,8,30,Urban
0,17,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.17741,53.52263,B,17,30,Urban
0,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.1766200000000002,53.46172,A,21,30,Urban
1,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24564,53.38318,Unclassified,17,30,Urban
1,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22431,53.46954,Unclassified,15,30,Urban
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Greater Manchester,-2.17666,53.52568,A,16,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24798,53.45982,B,15,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16565,53.47287,A,15,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.19722,53.4849,A,9,30,Urban
0,8,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19778,53.45423,A,8,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23176,53.4871,Unclassified,13,30,Urban
0,17,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.24523,53.45443,A,17,30,Urban
1,16,0,0,Weekend,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.18492,53.45777,Unclassified,16,20,Urban
0,12,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.2442,53.43895,A,12,40,Urban
0,1,1,0,Weekday,20,Darkness - lighting unknown,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.26737,53.44279,A,1,20,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21354,53.51331,A,18,30,Urban
0,23,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.20132,53.48984,A,23,30,Urban
0,6,0,1,Weekday,50,Darkness - lights lit,Fine no high winds,Wet or damp,Slip road,Rural,Greater Manchester,-2.26613,53.41129,Motorway,6,50,Rural
0,11,0,0,Weekday,40,Daylight,Other,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.24655,53.5291,A,11,40,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.24397,53.44003,A,11,30,Urban
1,16,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.17592,53.46002,Unclassified,16,20,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Slip road,Urban,Greater Manchester,-2.19457,53.4816,A,11,30,Urban
0,23,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23719,53.45331,Unclassified,23,30,Urban
1,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22042,53.43951,B,18,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.25727,53.39593,A,12,30,Urban
0,23,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.2008,53.43245,A,23,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24509,53.43575,Unclassified,7,30,Urban
0,14,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.24456,53.44637,A,14,40,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.1995,53.52374,Unclassified,8,30,Urban
0,14,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.23522,53.4686,Unclassified,14,30,Urban
0,14,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22856,53.46105,B,14,20,Urban
1,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25717,53.44726,Unclassified,9,30,Urban
1,22,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.30336,53.39985,Unclassified,22,30,Urban
1,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21412,53.45837,Unclassified,11,20,Urban
0,19,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.23742,53.49729,A,19,30,Urban
0,11,0,0,Weekend,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.23364,53.43881,Unclassified,11,20,Urban
1,22,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25034,53.4743,Unclassified,22,20,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.23755,53.49295,Unclassified,19,30,Urban
0,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19652,53.42974,Unclassified,11,20,Urban
1,20,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.23055,53.48363,A,20,30,Urban
0,3,1,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.23045,53.48357,A,3,30,Urban
0,13,0,0,Weekend,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.2506,53.49418,A,13,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.2265,53.46461,A,9,30,Urban
1,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22755,53.43708,Unclassified,11,20,Urban
0,21,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.2216,53.42597,Unclassified,21,30,Urban
0,13,0,0,Weekday,30,Daylight,Other,Dry,Single carriageway,Urban,Greater Manchester,-2.24616,53.51352,A,13,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23917,53.472410000000004,A,14,30,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25738,53.40718,B,18,30,Urban
0,19,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19945,53.51314,Unclassified,19,30,Urban
0,20,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22955,53.46242,B,20,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20144,53.50244,Unclassified,12,30,Urban
1,12,0,0,Weekend,20,Daylight,Other,Dry,Single carriageway,Urban,Greater Manchester,-2.23492,53.48312,Unclassified,12,20,Urban
1,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.2001,53.45322,Unclassified,15,30,Urban
0,14,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Greater Manchester,-2.24195,53.53687,Unclassified,14,30,Rural
0,0,1,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.26991,53.43273,Unclassified,0,30,Urban
0,18,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.2943,53.40173,Unclassified,18,20,Urban
0,16,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.21025,53.42734,A,16,40,Urban
1,23,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16939,53.47291,A,23,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.17957,53.51855,Unclassified,12,30,Urban
1,14,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.1989899999999998,53.47884,Unclassified,14,20,Urban
0,13,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.28953,53.36195,Unclassified,13,30,Urban
0,1,1,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.24507,53.45374,A,1,30,Urban
1,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.18109,53.47488,Unclassified,14,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22085,53.516,Unclassified,13,30,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20687,53.53415,A,16,30,Urban
0,18,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.24335,53.48898,A,18,30,Urban
1,21,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.17374,53.46121,A,21,30,Urban
0,14,0,0,Weekend,30,Daylight,Fine + high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.18298,53.48306,A,14,30,Urban
0,7,0,0,Weekday,70,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.27174,53.39294,Motorway,7,70,Urban
1,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23461,53.46876,Unclassified,18,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21471,53.43462,Unclassified,13,30,Urban
0,19,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.25842,53.47179,A,19,30,Urban
0,19,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.268,53.40686,A,19,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20445,53.48976,Unclassified,14,30,Urban
0,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.2504,53.47568,Unclassified,15,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20858,53.53197,A,12,30,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.2325,53.43285,Unclassified,17,30,Urban
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16735,53.46746,Unclassified,16,30,Urban
0,21,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25644,53.46597,A,21,30,Urban
1,11,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.21209,53.49821,Unclassified,11,20,Urban
0,16,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.26526,53.4066,B,16,30,Urban
1,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16982,53.51705,Unclassified,18,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine + high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25439,53.38039,Unclassified,8,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25471,53.45428,Unclassified,13,30,Urban
0,20,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.21684,53.41516,A,20,30,Urban
1,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22093,53.53421,A,14,30,Urban
1,7,0,0,Weekday,30,Darkness - lights lit,Other,Dry,Roundabout,Urban,Greater Manchester,-2.20479,53.44197,A,7,30,Urban
0,23,0,0,Weekend,20,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.24882,53.4766,Unclassified,23,20,Urban
1,18,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24157,53.47672,A,18,30,Urban
1,17,0,0,Weekday,30,Daylight,Other,Dry,Dual carriageway,Urban,Greater Manchester,-2.21941,53.49151,A,17,30,Urban
1,15,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.16434,53.46534,Unclassified,15,20,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23205,53.41864,Unclassified,14,30,Urban
1,13,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24804,53.38746,Unclassified,13,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.17374,53.45398,Unclassified,15,20,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24461,53.48315,Unclassified,17,30,Urban
1,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20081,53.47447,A,8,30,Urban
1,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20904,53.49628,A,16,30,Urban
1,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25616,53.41009,B,16,30,Urban
0,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20575,53.43778,Unclassified,18,30,Urban
0,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.26319,53.47573,A,18,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.24122,53.48899,A,8,30,Urban
1,10,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24072,53.50771,Unclassified,10,30,Urban
1,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.17724,53.46187,A,20,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23975,53.511,Unclassified,14,30,Urban
0,2,1,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.22019,53.40916,A,2,30,Urban
1,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.29116,53.40057,A,17,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21303,53.51409,A,7,30,Urban
0,0,1,0,Weekday,20,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.23494,53.42375,Unclassified,0,20,Urban
0,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20542,53.49749,A,15,30,Urban
0,16,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.21651,53.42774,Unclassified,16,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Slip road,Urban,Greater Manchester,-2.2099,53.42723,Unclassified,15,30,Urban
1,20,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.2395,53.47698,A,20,20,Urban
0,16,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,One way street,Urban,Greater Manchester,-2.24061,53.47865,Unclassified,16,30,Urban
1,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19717,53.492,Unclassified,17,30,Urban
1,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19218,53.52318,Unclassified,10,30,Urban
0,18,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.181,53.50115,Unclassified,18,30,Urban
1,1,1,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21435,53.46009,Unclassified,1,20,Urban
1,14,0,0,Weekday,30,Darkness - lights unlit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.15681,53.45784,A,14,30,Urban
1,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25838,53.42616,Unclassified,8,30,Urban
0,16,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25158,53.47489,A,16,20,Urban
1,20,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22227,53.45338,Unclassified,20,20,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,One way street,Urban,Greater Manchester,-2.23351,53.47124,Unclassified,19,30,Urban
0,7,0,0,Weekday,20,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.19054,53.45854,Unclassified,7,20,Urban
1,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.23569,53.44362,A,19,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.30933,53.40011,A,13,30,Urban
1,2,1,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.22032,53.4492,A,2,30,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.24169,53.50828,A,11,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Greater Manchester,-2.26236,53.39732,A,13,30,Urban
1,23,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.21771,53.42445,Unclassified,23,30,Urban
0,14,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.27424,53.44247,A,14,30,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,One way street,Urban,Greater Manchester,-2.29665,53.40031,Unclassified,17,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.17441,53.46254,Unclassified,15,30,Urban
1,18,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23415,53.45619,Unclassified,18,20,Urban
1,19,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.20079,53.47448,Unclassified,19,30,Urban
1,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25802,53.46298,B,18,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.26737,53.44279,Unclassified,8,30,Urban
0,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20756,53.48218,A,19,30,Urban
0,21,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.2533,53.4017,B,21,30,Urban
1,12,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23453,53.45275,Unclassified,12,20,Urban
1,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.15063,53.47245,A,15,30,Urban
0,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.18106,53.50118,Unclassified,15,30,Urban
1,17,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22469,53.45451,Unclassified,17,20,Urban
1,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.16153,53.45865,A,22,30,Urban
0,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.24264,53.48074,Unclassified,18,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25455,53.39734,Unclassified,12,30,Urban
0,3,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.2144,53.46004,Unclassified,3,30,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.23846,53.47551,B,16,30,Urban
0,9,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Greater Manchester,-2.21942,53.41081,A,9,30,Urban
1,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.26503,53.40654,B,9,30,Urban
1,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.23926,53.44334,A,14,30,Urban
0,6,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.22686,53.45776,B,6,30,Urban
1,12,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.20397,53.45958,A,12,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.26803,53.40677,A,7,30,Urban
1,19,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.18537,53.46774,Unclassified,19,20,Urban
0,16,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.24699,53.46779,A,16,20,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.19154,53.44441,A,16,30,Urban
1,7,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Greater Manchester,-2.23138,53.48411,A,7,30,Urban
